ph,N,P,K,Moisture (%),Recommendations,Crop
6.524114355,7,31,27,30,['Increase N'],mango
6.2739536760000005,29,34,26,30,[],mango
6.128167757000001,8,37,33,30,['Increase N'],mango
4.934964765,39,16,27,30,['Increase ph'],mango
5.445008416,40,24,25,30,['Increase ph'],mango
4.525722333,19,38,26,30,"['Increase ph', 'Increase N']",mango
5.403908327999999,21,21,30,30,['Increase ph'],mango
6.621623545,22,18,33,30,[],mango
6.207495815,31,20,30,30,[],mango
5.418475257000001,18,26,31,30,"['Increase ph', 'Increase N']",mango
6.112305667,24,130,195,30,"['Reduce P', 'Reduce K']",grapes
6.092241627000001,13,144,204,30,"['Increase N', 'Reduce P', 'Reduce K']",grapes
5.896343436,22,123,205,30,"['Increase ph', 'Reduce P', 'Reduce K']",grapes
6.15526103,36,125,196,30,"['Reduce P', 'Reduce K']",grapes
5.732453638,24,131,196,30,"['Increase ph', 'Reduce P', 'Reduce K']",grapes
6.253034534,2,123,198,30,"['Increase N', 'Reduce P', 'Reduce K']",grapes
6.106190557000001,35,140,197,30,"['Reduce P', 'Reduce K']",grapes
5.647202395,11,122,195,30,"['Increase ph', 'Increase N', 'Reduce P', 'Reduce K']",grapes
6.130310493,6,123,203,30,"['Increase N', 'Reduce P', 'Reduce K']",grapes
6.499604931,17,134,204,30,"['Increase N', 'Reduce P', 'Reduce K']",grapes
5.554831977,25,130,197,30,"['Increase ph', 'Reduce P', 'Reduce K']",grapes
5.800242694,27,145,205,30,"['Increase ph', 'Reduce P', 'Reduce K']",grapes
5.570290539,9,122,201,30,"['Increase ph', 'Increase N', 'Reduce P', 'Reduce K']",grapes
6.27564088,16,139,203,30,"['Increase N', 'Reduce P', 'Reduce K']",grapes
5.536645599,32,141,204,30,"['Increase ph', 'Reduce P', 'Reduce K']",grapes
6.208196881,22,138,195,30,"['Reduce P', 'Reduce K']",grapes
5.870600622,31,144,202,30,"['Increase ph', 'Reduce P', 'Reduce K']",grapes
6.334771461,3,136,205,30,"['Increase N', 'Reduce P', 'Reduce K']",grapes
5.856575335,28,122,197,30,"['Increase ph', 'Reduce P', 'Reduce K']",grapes
5.898944282,4,136,204,30,"['Increase ph', 'Increase N', 'Reduce P', 'Reduce K']",grapes
5.775600435,39,145,201,30,"['Increase ph', 'Reduce P', 'Reduce K']",grapes
5.931101816,38,132,197,30,"['Increase ph', 'Reduce P', 'Reduce K']",grapes
6.2286454,36,133,198,30,"['Reduce P', 'Reduce K']",grapes
5.594240602999999,25,121,201,30,"['Increase ph', 'Reduce P', 'Reduce K']",grapes
5.569230319,15,125,199,30,"['Increase ph', 'Increase N', 'Reduce P', 'Reduce K']",grapes
5.93202852,24,140,205,30,"['Increase ph', 'Reduce P', 'Reduce K']",grapes
6.423216506,13,132,203,30,"['Increase N', 'Reduce P', 'Reduce K']",grapes
6.417500829,5,126,197,30,"['Increase N', 'Reduce P', 'Reduce K']",grapes
6.234904253,30,120,200,30,"['Reduce P', 'Reduce K']",grapes
6.000573725,23,142,197,30,"['Reduce P', 'Reduce K']",grapes
5.6851027689999984,26,135,203,30,"['Increase ph', 'Reduce P', 'Reduce K']",grapes
5.662140095,7,126,203,30,"['Increase ph', 'Increase N', 'Reduce P', 'Reduce K']",grapes
6.358186848,32,139,198,30,"['Reduce P', 'Reduce K']",grapes
6.119495295,9,141,202,30,"['Increase N', 'Reduce P', 'Reduce K']",grapes
6.207600782999999,20,142,196,30,"['Reduce P', 'Reduce K']",grapes
6.48754639,32,129,201,30,"['Reduce P', 'Reduce K']",grapes
5.81717753,3,134,199,30,"['Increase ph', 'Increase N', 'Reduce P', 'Reduce K']",grapes
6.325480034,38,138,204,30,"['Reduce P', 'Reduce K']",grapes
5.562790949,14,131,198,30,"['Increase ph', 'Increase N', 'Reduce P', 'Reduce K']",grapes
6.487369687,20,122,204,30,"['Reduce P', 'Reduce K']",grapes
6.116982944,40,126,201,30,"['Reduce P', 'Reduce K']",grapes
5.695792761,36,128,204,30,"['Increase ph', 'Reduce P', 'Reduce K']",grapes
5.7343170070000005,11,132,197,30,"['Increase ph', 'Increase N', 'Reduce P', 'Reduce K']",grapes
6.329499832000001,0,137,195,30,"['Increase N', 'Reduce P', 'Reduce K']",grapes
6.167013532,19,123,200,30,"['Increase N', 'Reduce P', 'Reduce K']",grapes
5.653776057999999,31,136,197,30,"['Increase ph', 'Reduce P', 'Reduce K']",grapes
5.840256272,4,134,200,30,"['Increase ph', 'Increase N', 'Reduce P', 'Reduce K']",grapes
5.5399808120000005,39,139,201,30,"['Increase ph', 'Reduce P', 'Reduce K']",grapes
5.833302165,8,127,196,30,"['Increase ph', 'Increase N', 'Reduce P', 'Reduce K']",grapes
6.399433771,39,138,203,30,"['Reduce P', 'Reduce K']",grapes
6.138958698,32,120,204,30,"['Reduce P', 'Reduce K']",grapes
5.972850837999999,12,142,203,30,"['Increase ph', 'Increase N', 'Reduce P', 'Reduce K']",grapes
6.456079585,8,133,195,30,"['Increase N', 'Reduce P', 'Reduce K']",grapes
6.3364266670000005,8,139,199,30,"['Increase N', 'Reduce P', 'Reduce K']",grapes
6.425419926,21,134,202,30,"['Reduce P', 'Reduce K']",grapes
6.2943956760000015,40,140,195,30,"['Reduce P', 'Reduce K']",grapes
6.477768039,39,127,202,30,"['Reduce P', 'Reduce K']",grapes
5.931538447,19,120,195,30,"['Increase ph', 'Increase N', 'Reduce P', 'Reduce K']",grapes
5.980598579,21,139,201,30,"['Increase ph', 'Reduce P', 'Reduce K']",grapes
6.389783283,17,136,195,30,"['Increase N', 'Reduce P', 'Reduce K']",grapes
5.693287415,33,139,203,30,"['Increase ph', 'Reduce P', 'Reduce K']",grapes
6.00299607,22,133,201,30,"['Reduce P', 'Reduce K']",grapes
6.372959542,32,130,196,30,"['Reduce P', 'Reduce K']",grapes
5.510924848999999,37,135,205,30,"['Increase ph', 'Reduce P', 'Reduce K']",grapes
5.69945282,15,140,195,30,"['Increase ph', 'Increase N', 'Reduce P', 'Reduce K']",grapes
5.778594403,39,132,196,30,"['Increase ph', 'Reduce P', 'Reduce K']",grapes
6.315586313,40,121,199,30,"['Reduce P', 'Reduce K']",grapes
5.9718130060000005,40,132,202,30,"['Increase ph', 'Reduce P', 'Reduce K']",grapes
5.891195653,29,142,203,30,"['Increase ph', 'Reduce P', 'Reduce K']",grapes
6.129812716,32,121,199,30,"['Reduce P', 'Reduce K']",grapes
6.313085601,6,140,205,30,"['Increase N', 'Reduce P', 'Reduce K']",grapes
6.053662544,8,120,196,30,"['Increase N', 'Reduce P', 'Reduce K']",grapes
5.804799142,34,133,202,30,"['Increase ph', 'Reduce P', 'Reduce K']",grapes
6.400719746,35,135,199,30,"['Reduce P', 'Reduce K']",grapes
5.953966361,16,145,199,30,"['Increase ph', 'Increase N', 'Reduce P', 'Reduce K']",grapes
5.6092559920000005,8,136,201,30,"['Increase ph', 'Increase N', 'Reduce P', 'Reduce K']",grapes
5.777271492000001,25,129,195,30,"['Increase ph', 'Reduce P', 'Reduce K']",grapes
5.682395429,16,130,201,30,"['Increase ph', 'Increase N', 'Reduce P', 'Reduce K']",grapes
5.863996687,39,129,203,30,"['Increase ph', 'Reduce P', 'Reduce K']",grapes
6.444373116,38,135,203,30,"['Reduce P', 'Reduce K']",grapes
5.550832177999999,33,120,205,30,"['Increase ph', 'Reduce P', 'Reduce K']",grapes
6.107741787999999,35,125,204,30,"['Reduce P', 'Reduce K']",grapes
5.620745638,1,132,200,30,"['Increase ph', 'Increase N', 'Reduce P', 'Reduce K']",grapes
6.349875906,39,140,203,30,"['Reduce P', 'Reduce K']",grapes
6.484323189,28,145,202,30,"['Reduce P', 'Reduce K']",grapes
5.838748311,6,128,200,30,"['Increase ph', 'Increase N', 'Reduce P', 'Reduce K']",grapes
6.29099842,6,139,199,30,"['Increase N', 'Reduce P', 'Reduce K']",grapes
5.638328481,29,122,196,30,"['Increase ph', 'Reduce P', 'Reduce K']",grapes
6.415555956,37,144,197,30,"['Reduce P', 'Reduce K']",grapes
6.323722572,38,120,197,30,"['Reduce P', 'Reduce K']",grapes
5.757009965,38,141,198,30,"['Increase ph', 'Reduce P', 'Reduce K']",grapes
6.1586894060000015,14,121,203,30,"['Increase N', 'Reduce P', 'Reduce K']",grapes
5.7335398070000005,6,125,204,30,"['Increase ph', 'Increase N', 'Reduce P', 'Reduce K']",grapes
5.908724337000001,32,138,197,30,"['Increase ph', 'Reduce P', 'Reduce K']",grapes
6.361141107000001,11,124,204,30,"['Increase N', 'Reduce P', 'Reduce K']",grapes
5.96537863,23,138,200,30,"['Increase ph', 'Reduce P', 'Reduce K']",grapes
6.476757723,40,143,201,30,"['Reduce P', 'Reduce K']",grapes
6.224542938,6,142,202,30,"['Increase N', 'Reduce P', 'Reduce K']",grapes
6.209928251,37,124,195,30,"['Reduce P', 'Reduce K']",grapes
5.841138354,35,134,204,30,"['Increase ph', 'Reduce P', 'Reduce K']",grapes
6.283818329,119,25,51,30,['Reduce N'],watermelon
6.818261382999999,119,19,55,30,['Reduce N'],watermelon
6.37620108,105,30,50,30,['Reduce N'],watermelon
6.581587932000001,114,8,50,30,"['Reduce N', 'Increase P']",watermelon
6.932739726,93,22,52,30,['Reduce N'],watermelon
6.140099215,80,26,55,30,['Reduce N'],watermelon
6.467095849,85,27,45,30,['Reduce N'],watermelon
6.849471704,85,22,53,30,['Reduce N'],watermelon
6.512196212,82,22,45,30,['Reduce N'],watermelon
6.039584629,118,13,54,30,"['Reduce N', 'Increase P']",watermelon
6.057697106,83,25,53,30,['Reduce N'],watermelon
6.423898762,86,15,47,30,['Reduce N'],watermelon
6.936997681,101,10,47,30,"['Reduce N', 'Increase P']",watermelon
6.251286661,119,9,50,30,"['Reduce N', 'Increase P']",watermelon
6.190015912000001,104,17,46,30,['Reduce N'],watermelon
6.681606702000001,95,12,51,30,"['Reduce N', 'Increase P']",watermelon
6.51075991,102,14,52,30,"['Reduce N', 'Increase P']",watermelon
6.770278088,109,21,55,30,['Reduce N'],watermelon
6.429788072999999,81,18,50,30,['Reduce N'],watermelon
6.209888345,103,17,51,30,['Reduce N'],watermelon
6.419052193,105,14,50,30,"['Reduce N', 'Increase P']",watermelon
6.237861736,97,8,52,30,"['Reduce N', 'Increase P']",watermelon
6.762471628999998,120,19,49,30,['Reduce N'],watermelon
6.612847999,95,16,55,30,['Reduce N'],watermelon
6.704688865,83,29,52,30,['Reduce N'],watermelon
6.049609892,83,9,45,30,"['Reduce N', 'Increase P']",watermelon
6.762030215,91,21,50,30,['Reduce N'],watermelon
6.65398725,116,5,54,30,"['Reduce N', 'Increase P']",watermelon
6.738030547,112,28,54,30,['Reduce N'],watermelon
6.095689937,88,29,51,30,['Reduce N'],watermelon
6.538006356,118,15,45,30,['Reduce N'],watermelon
6.377427122,92,21,48,30,['Reduce N'],watermelon
6.417011754,106,14,45,30,"['Reduce N', 'Increase P']",watermelon
6.649086972,99,5,47,30,"['Reduce N', 'Increase P']",watermelon
6.25933595,98,8,51,30,"['Reduce N', 'Increase P']",watermelon
6.121168559,108,22,46,30,['Reduce N'],watermelon
6.031424482,119,7,55,30,"['Reduce N', 'Increase P']",watermelon
6.835268183999999,117,27,48,30,['Reduce N'],watermelon
6.5517503060000015,109,10,53,30,"['Reduce N', 'Increase P']",watermelon
6.940236218,80,16,46,30,['Reduce N'],watermelon
6.87606733,100,18,52,30,['Reduce N'],watermelon
6.457216535,91,7,53,30,"['Reduce N', 'Increase P']",watermelon
6.921847887999999,86,6,53,30,"['Reduce N', 'Increase P']",watermelon
6.8814257460000015,107,5,52,30,"['Reduce N', 'Increase P']",watermelon
6.915717008,103,16,49,30,['Reduce N'],watermelon
6.206247493999999,101,20,48,30,['Reduce N'],watermelon
6.29542477,85,25,47,30,['Reduce N'],watermelon
6.399669044,84,7,51,30,"['Reduce N', 'Increase P']",watermelon
6.862157042000001,102,28,54,30,['Reduce N'],watermelon
6.224066378,98,25,52,30,['Reduce N'],watermelon
6.093814669,97,25,50,30,['Reduce N'],watermelon
6.291540277999999,90,16,45,30,['Reduce N'],watermelon
6.32281728,95,12,46,30,"['Reduce N', 'Increase P']",watermelon
6.873283991,82,23,49,30,['Reduce N'],watermelon
6.074209622000001,82,25,51,30,['Reduce N'],watermelon
6.49889585,110,28,46,30,['Reduce N'],watermelon
6.678805092,118,21,51,30,['Reduce N'],watermelon
6.114128685,120,20,45,30,['Reduce N'],watermelon
6.405054243,91,7,52,30,"['Reduce N', 'Increase P']",watermelon
6.110142735,81,6,55,30,"['Reduce N', 'Increase P']",watermelon
6.828982708,101,13,54,30,"['Reduce N', 'Increase P']",watermelon
6.451499763999999,101,17,55,30,['Reduce N'],watermelon
6.313512998999999,111,6,53,30,"['Reduce N', 'Increase P']",watermelon
6.755192025,107,10,49,30,"['Reduce N', 'Increase P']",watermelon
6.623167177000001,115,11,46,30,"['Reduce N', 'Increase P']",watermelon
6.12532356,84,25,52,30,['Reduce N'],watermelon
6.653867608,120,7,47,30,"['Reduce N', 'Increase P']",watermelon
6.343942518,91,12,46,30,"['Reduce N', 'Increase P']",watermelon
6.217300786,89,22,52,30,['Reduce N'],watermelon
6.286387658,113,19,46,30,['Reduce N'],watermelon
6.769893799999998,97,22,50,30,['Reduce N'],watermelon
6.744966312000001,117,30,50,30,['Reduce N'],watermelon
6.391858432,90,14,52,30,"['Reduce N', 'Increase P']",watermelon
6.770434148,104,23,47,30,['Reduce N'],watermelon
6.727468157000001,81,16,45,30,['Reduce N'],watermelon
6.662244646,88,5,47,30,"['Reduce N', 'Increase P']",watermelon
6.944640222,92,7,45,30,"['Reduce N', 'Increase P']",watermelon
6.507110986,81,18,50,30,['Reduce N'],watermelon
6.520663422,111,5,55,30,"['Reduce N', 'Increase P']",watermelon
6.106500787000001,108,23,51,30,['Reduce N'],watermelon
6.277484042999999,113,30,50,30,['Reduce N'],watermelon
6.195142279,83,10,53,30,"['Reduce N', 'Increase P']",watermelon
6.792035575,101,11,51,30,"['Reduce N', 'Increase P']",watermelon
6.472756256,114,21,55,30,['Reduce N'],watermelon
6.000975617000001,99,6,45,30,"['Reduce N', 'Increase P']",watermelon
6.5877912620000005,92,20,55,30,['Reduce N'],watermelon
6.956508826,92,7,48,30,"['Reduce N', 'Increase P']",watermelon
6.259086582999999,91,24,55,30,['Reduce N'],watermelon
6.747537642,110,21,54,30,['Reduce N'],watermelon
6.932537231,112,25,51,30,['Reduce N'],watermelon
6.353107392999999,89,25,54,30,['Reduce N'],watermelon
6.211748957,100,10,53,30,"['Reduce N', 'Increase P']",watermelon
6.277245253999999,83,22,54,30,['Reduce N'],watermelon
6.560443519,95,14,50,30,"['Reduce N', 'Increase P']",watermelon
6.903020221,119,30,49,30,['Reduce N'],watermelon
6.765094963999998,97,12,47,30,"['Reduce N', 'Increase P']",watermelon
6.189213927000001,110,7,45,30,"['Reduce N', 'Increase P']",watermelon
6.904241707000001,96,18,50,30,['Reduce N'],watermelon
6.463271076,83,23,55,30,['Reduce N'],watermelon
6.260838965,120,24,47,30,['Reduce N'],watermelon
6.776533055,115,17,55,30,['Reduce N'],muskmelon
6.528404377999999,114,27,48,30,['Reduce N'],muskmelon
6.750145572,101,25,52,30,['Reduce N'],muskmelon
6.562832807,118,18,52,30,['Reduce N'],muskmelon
6.117530021,95,26,45,30,['Reduce N'],muskmelon
6.076459669,81,25,49,30,['Reduce N'],muskmelon
6.293486295,117,24,53,30,['Reduce N'],muskmelon
6.069171847000001,114,30,51,30,['Reduce N'],muskmelon
6.740983646,113,6,52,30,"['Reduce N', 'Increase P']",muskmelon
6.201797639,108,26,52,30,['Reduce N'],muskmelon
6.041027474,81,30,48,30,['Reduce N'],muskmelon
6.019372459,115,9,52,30,"['Reduce N', 'Increase P']",muskmelon
6.704104127000001,83,7,45,30,"['Reduce N', 'Increase P']",muskmelon
6.494251024,84,21,55,30,['Reduce N'],muskmelon
6.224535448999998,109,26,45,30,['Reduce N'],muskmelon
6.160414414,95,27,55,30,['Reduce N'],muskmelon
6.168757984,119,5,55,30,"['Reduce N', 'Increase P']",muskmelon
6.085444691,110,14,51,30,"['Reduce N', 'Increase P']",muskmelon
6.1590508160000015,82,18,48,30,['Reduce N'],muskmelon
6.606033244,87,14,48,30,"['Reduce N', 'Increase P']",muskmelon
6.447662945,85,9,53,30,"['Reduce N', 'Increase P']",muskmelon
6.105909623,100,6,53,30,"['Reduce N', 'Increase P']",muskmelon
6.559763394,107,12,46,30,"['Reduce N', 'Increase P']",muskmelon
6.14410903,91,13,47,30,"['Reduce N', 'Increase P']",muskmelon
6.099662369,102,25,50,30,['Reduce N'],muskmelon
6.413927319,117,25,53,30,['Reduce N'],muskmelon
6.0751441160000015,85,21,52,30,['Reduce N'],muskmelon
6.123802502,104,25,55,30,['Reduce N'],muskmelon
6.698468621,102,24,54,30,['Reduce N'],muskmelon
6.088885814,116,25,50,30,['Reduce N'],muskmelon
6.367800632000001,100,17,48,30,['Reduce N'],muskmelon
6.425930938,110,25,54,30,['Reduce N'],muskmelon
6.469983276000002,104,25,51,30,['Reduce N'],muskmelon
6.094016337999999,107,11,54,30,"['Reduce N', 'Increase P']",muskmelon
6.150090898999999,98,26,52,30,['Reduce N'],muskmelon
6.646962425,88,17,52,30,['Reduce N'],muskmelon
6.379690748,87,25,46,30,['Reduce N'],muskmelon
6.732834334,120,8,46,30,"['Reduce N', 'Increase P']",muskmelon
6.126019932,95,13,46,30,"['Reduce N', 'Increase P']",muskmelon
6.161123579,108,22,47,30,['Reduce N'],muskmelon
6.442810053,82,13,52,30,"['Reduce N', 'Increase P']",muskmelon
6.732049075,120,23,55,30,['Reduce N'],muskmelon
6.243673725,110,22,47,30,['Reduce N'],muskmelon
6.266208727,95,23,45,30,['Reduce N'],muskmelon
6.350623739,106,10,49,30,"['Reduce N', 'Increase P']",muskmelon
6.002927293,99,12,52,30,"['Reduce N', 'Increase P']",muskmelon
6.342573112,106,20,51,30,['Reduce N'],muskmelon
6.163921247999999,83,11,53,30,"['Reduce N', 'Increase P']",muskmelon
6.121745389,117,19,55,30,['Reduce N'],muskmelon
6.130160472999999,98,26,49,30,['Reduce N'],muskmelon
6.440584681,113,20,48,30,['Reduce N'],muskmelon
6.185053234,101,17,47,30,['Reduce N'],muskmelon
6.157724816,98,7,45,30,"['Reduce N', 'Increase P']",muskmelon
6.776987974,93,22,48,30,['Reduce N'],muskmelon
6.431970877,95,21,47,30,['Reduce N'],muskmelon
6.708743843,109,12,48,30,"['Reduce N', 'Increase P']",muskmelon
6.010739645,118,12,47,30,"['Reduce N', 'Increase P']",muskmelon
6.365956657999999,100,14,49,30,"['Reduce N', 'Increase P']",muskmelon
6.6683827660000015,89,9,47,30,"['Reduce N', 'Increase P']",muskmelon
6.74669542,95,16,46,30,['Reduce N'],muskmelon
6.031665834,95,7,45,30,"['Reduce N', 'Increase P']",muskmelon
6.40077205,87,6,45,30,"['Reduce N', 'Increase P']",muskmelon
6.448792688999999,93,20,50,30,['Reduce N'],muskmelon
6.251420275,84,29,49,30,['Reduce N'],muskmelon
6.2744528110000015,111,5,47,30,"['Reduce N', 'Increase P']",muskmelon
6.135996372,111,5,52,30,"['Reduce N', 'Increase P']",muskmelon
6.194090172,111,15,54,30,['Reduce N'],muskmelon
6.327822962000001,89,11,47,30,"['Reduce N', 'Increase P']",muskmelon
6.2125672110000005,110,15,48,30,['Reduce N'],muskmelon
6.640470862999999,95,30,52,30,['Reduce N'],muskmelon
6.685553129,115,12,52,30,"['Reduce N', 'Increase P']",muskmelon
6.327210469,120,25,50,30,['Reduce N'],muskmelon
6.35544263,102,11,45,30,"['Reduce N', 'Increase P']",muskmelon
6.085682343999999,94,5,55,30,"['Reduce N', 'Increase P']",muskmelon
6.781050372999999,84,18,46,30,['Reduce N'],muskmelon
6.630301421,107,22,54,30,['Reduce N'],muskmelon
6.484799661,80,18,52,30,['Reduce N'],muskmelon
6.566759102000001,86,18,45,30,['Reduce N'],muskmelon
6.170520517999999,113,28,48,30,['Reduce N'],muskmelon
6.0124803510000016,115,18,53,30,['Reduce N'],muskmelon
6.541150335,82,20,54,30,['Reduce N'],muskmelon
6.341400922,98,22,47,30,['Reduce N'],muskmelon
6.150686363999999,117,25,54,30,['Reduce N'],muskmelon
6.438008152999999,83,15,49,30,['Reduce N'],muskmelon
6.547041902999999,120,16,51,30,['Reduce N'],muskmelon
6.399891457000001,111,5,50,30,"['Reduce N', 'Increase P']",muskmelon
6.186770318,85,21,47,30,['Reduce N'],muskmelon
6.159020864,90,23,54,30,['Reduce N'],muskmelon
6.660954816,99,29,55,30,['Reduce N'],muskmelon
6.504906978999999,102,11,47,30,"['Reduce N', 'Increase P']",muskmelon
6.706053225,80,18,51,30,['Reduce N'],muskmelon
6.067665497999999,87,21,52,30,['Reduce N'],muskmelon
6.419083092,114,8,52,30,"['Reduce N', 'Increase P']",muskmelon
6.39637861,99,6,46,30,"['Reduce N', 'Increase P']",muskmelon
6.375923383,89,25,50,30,['Reduce N'],muskmelon
6.700337732,96,13,55,30,"['Reduce N', 'Increase P']",muskmelon
6.565312652999999,82,26,47,30,['Reduce N'],muskmelon
6.286515359,106,21,52,30,['Reduce N'],muskmelon
6.448061578,90,15,52,30,['Reduce N'],muskmelon
6.585872508,106,16,54,30,['Reduce N'],muskmelon
5.521466996,24,128,196,30,"['Increase ph', 'Reduce P', 'Reduce K']",apple
6.133220586,7,144,197,30,"['Increase N', 'Reduce P', 'Reduce K']",apple
6.226289556,14,128,205,30,"['Increase N', 'Reduce P', 'Reduce K']",apple
6.321152192,8,120,201,30,"['Increase N', 'Reduce P', 'Reduce K']",apple
5.587905967,20,129,201,30,"['Increase ph', 'Reduce P', 'Reduce K']",apple
5.824151692999999,32,137,204,30,"['Increase ph', 'Reduce P', 'Reduce K']",apple
5.7721799460000005,27,139,205,30,"['Increase ph', 'Reduce P', 'Reduce K']",apple
5.790993052,0,123,205,30,"['Increase ph', 'Increase N', 'Reduce P', 'Reduce K']",apple
6.4992268210000015,22,144,196,30,"['Reduce P', 'Reduce K']",apple
5.658473817000001,1,124,199,30,"['Increase ph', 'Increase N', 'Reduce P', 'Reduce K']",apple
5.573241391,30,122,197,30,"['Increase ph', 'Reduce P', 'Reduce K']",apple
6.079497202000001,29,121,196,30,"['Reduce P', 'Reduce K']",apple
6.3831802710000005,13,126,204,30,"['Increase N', 'Reduce P', 'Reduce K']",apple
5.867420996,9,139,199,30,"['Increase ph', 'Increase N', 'Reduce P', 'Reduce K']",apple
5.708418722,0,133,200,30,"['Increase ph', 'Increase N', 'Reduce P', 'Reduce K']",apple
5.7983508000000015,30,143,199,30,"['Increase ph', 'Reduce P', 'Reduce K']",apple
6.28188384,36,140,198,30,"['Reduce P', 'Reduce K']",apple
5.697945522,37,137,199,30,"['Increase ph', 'Reduce P', 'Reduce K']",apple
5.6059340870000005,33,121,203,30,"['Increase ph', 'Reduce P', 'Reduce K']",apple
5.85648105,7,144,195,30,"['Increase ph', 'Increase N', 'Reduce P', 'Reduce K']",apple
6.041053829,35,128,205,30,"['Reduce P', 'Reduce K']",apple
5.685062404,29,128,198,30,"['Increase ph', 'Reduce P', 'Reduce K']",apple
5.669489065,2,143,196,30,"['Increase ph', 'Increase N', 'Reduce P', 'Reduce K']",apple
5.751707342,34,140,198,30,"['Increase ph', 'Reduce P', 'Reduce K']",apple
5.800448951,29,144,204,30,"['Increase ph', 'Reduce P', 'Reduce K']",apple
5.821347769,32,141,203,30,"['Increase ph', 'Reduce P', 'Reduce K']",apple
6.28022267,13,144,197,30,"['Increase N', 'Reduce P', 'Reduce K']",apple
6.027314401,25,143,198,30,"['Reduce P', 'Reduce K']",apple
5.636687393,9,137,200,30,"['Increase ph', 'Increase N', 'Reduce P', 'Reduce K']",apple
5.559363609,6,144,198,30,"['Increase ph', 'Increase N', 'Reduce P', 'Reduce K']",apple
5.596449493,37,126,196,30,"['Increase ph', 'Reduce P', 'Reduce K']",apple
5.893492998999999,2,120,203,30,"['Increase ph', 'Increase N', 'Reduce P', 'Reduce K']",apple
5.875718516,11,143,197,30,"['Increase ph', 'Increase N', 'Reduce P', 'Reduce K']",apple
6.386021424,10,141,201,30,"['Increase N', 'Reduce P', 'Reduce K']",apple
5.710819862,24,142,202,30,"['Increase ph', 'Reduce P', 'Reduce K']",apple
5.7959857160000015,23,138,195,30,"['Increase ph', 'Reduce P', 'Reduce K']",apple
6.046673619,18,125,204,30,"['Increase N', 'Reduce P', 'Reduce K']",apple
6.443382913,13,121,196,30,"['Increase N', 'Reduce P', 'Reduce K']",apple
5.617227184,26,122,202,30,"['Increase ph', 'Reduce P', 'Reduce K']",apple
6.442289294,28,123,202,30,"['Reduce P', 'Reduce K']",apple
6.162034371,26,121,201,30,"['Reduce P', 'Reduce K']",apple
5.812781806,21,137,196,30,"['Increase ph', 'Reduce P', 'Reduce K']",apple
5.7650151260000015,21,135,198,30,"['Increase ph', 'Reduce P', 'Reduce K']",apple
6.184922574,5,144,205,30,"['Increase N', 'Reduce P', 'Reduce K']",apple
5.739652177000001,2,123,205,30,"['Increase ph', 'Increase N', 'Reduce P', 'Reduce K']",apple
5.8247786360000005,15,133,199,30,"['Increase ph', 'Increase N', 'Reduce P', 'Reduce K']",apple
5.554823557000001,31,130,198,30,"['Increase ph', 'Reduce P', 'Reduce K']",apple
6.024248787,25,143,200,30,"['Reduce P', 'Reduce K']",apple
5.631333387000001,16,143,204,30,"['Increase ph', 'Increase N', 'Reduce P', 'Reduce K']",apple
5.811975094,19,122,202,30,"['Increase ph', 'Increase N', 'Reduce P', 'Reduce K']",apple
5.730557448,10,125,196,30,"['Increase ph', 'Increase N', 'Reduce P', 'Reduce K']",apple
5.66999105,20,139,202,30,"['Increase ph', 'Reduce P', 'Reduce K']",apple
5.682751473,28,123,198,30,"['Increase ph', 'Reduce P', 'Reduce K']",apple
6.245858905,28,136,200,30,"['Reduce P', 'Reduce K']",apple
6.017370134,2,131,199,30,"['Increase N', 'Reduce P', 'Reduce K']",apple
5.53456749,2,140,197,30,"['Increase ph', 'Increase N', 'Reduce P', 'Reduce K']",apple
5.952367662,27,138,201,30,"['Increase ph', 'Reduce P', 'Reduce K']",apple
6.126436584,30,127,204,30,"['Reduce P', 'Reduce K']",apple
6.406818518,32,145,203,30,"['Reduce P', 'Reduce K']",apple
6.155939452999999,29,139,205,30,"['Reduce P', 'Reduce K']",apple
5.878568981,26,126,195,30,"['Increase ph', 'Reduce P', 'Reduce K']",apple
5.935336307999999,40,136,202,30,"['Increase ph', 'Reduce P', 'Reduce K']",apple
5.971332179,6,124,200,30,"['Increase ph', 'Increase N', 'Reduce P', 'Reduce K']",apple
5.67130617,35,138,200,30,"['Increase ph', 'Reduce P', 'Reduce K']",apple
5.882155987999999,17,136,196,30,"['Increase ph', 'Increase N', 'Reduce P', 'Reduce K']",apple
6.08551916,33,134,205,30,"['Reduce P', 'Reduce K']",apple
5.90402645,16,143,197,30,"['Increase ph', 'Increase N', 'Reduce P', 'Reduce K']",apple
6.1102188260000005,27,120,200,30,"['Reduce P', 'Reduce K']",apple
6.212302608,29,145,205,30,"['Reduce P', 'Reduce K']",apple
6.142803397000001,3,141,197,30,"['Increase N', 'Reduce P', 'Reduce K']",apple
6.365972687999999,15,123,204,30,"['Increase N', 'Reduce P', 'Reduce K']",apple
6.264202804,5,136,195,30,"['Increase N', 'Reduce P', 'Reduce K']",apple
6.276198595,10,136,204,30,"['Increase N', 'Reduce P', 'Reduce K']",apple
5.514253142,7,141,195,30,"['Increase ph', 'Increase N', 'Reduce P', 'Reduce K']",apple
5.682343744,2,129,201,30,"['Increase ph', 'Increase N', 'Reduce P', 'Reduce K']",apple
5.830892252000001,29,138,197,30,"['Increase ph', 'Reduce P', 'Reduce K']",apple
